source,target,date
AlyssaA_DHSI,libmaryan,09/06/2019 21:58:42
AlyssaA_DHSI,DHInstitute,09/06/2019 21:58:42
libmaryan,DennineD,09/06/2019 21:40:20
kshpatel,arungapatchka,09/06/2019 21:37:03
kshpatel,ashleycmorford,09/06/2019 21:37:03
kshpatel,clboyles,09/06/2019 21:36:54
kshpatel,ashleycmorford,09/06/2019 21:36:54
libmaryan,DHInstitute,09/06/2019 21:36:05
arungapatchka,ashleycmorford,09/06/2019 21:35:46
ShammaBoyarin,clboyles,09/06/2019 21:31:03
ShammaBoyarin,ashleycmorford,09/06/2019 21:31:03
clboyles,ashleycmorford,09/06/2019 21:30:00
clboyles,ashleycmorford,09/06/2019 21:30:00
thelorak,AlyssaA_DHSI,09/06/2019 21:05:13
arungapatchka,clboyles,09/06/2019 20:52:33
arungapatchka,motolibrarian,09/06/2019 20:52:15
arungapatchka,arungapatchka,09/06/2019 20:52:15
arungapatchka,clboyles,09/06/2019 20:52:08
arungapatchka,arungapatchka,09/06/2019 20:52:08
DigtalHumanatee,clboyles,09/06/2019 20:22:50
DigtalHumanatee,quinnanya,09/06/2019 20:22:50
kshpatel,clboyles,09/06/2019 19:53:31
kshpatel,quinnanya,09/06/2019 19:53:31
kshpatel,motolibrarian,09/06/2019 19:53:23
AlyssaA_DHSI,PhillipHowells,09/06/2019 19:50:26
AlyssaA_DHSI,DianeJakacki,09/06/2019 19:49:34
AlyssaA_DHSI,andiesilva,09/06/2019 19:49:34
AlyssaA_DHSI,DHInstitute,09/06/2019 19:47:48
AlyssaA_DHSI,MyOwnVelouria,09/06/2019 19:45:54
clboyles,motolibrarian,09/06/2019 19:44:20
clboyles,quinnanya,09/06/2019 19:44:17
kshpatel,ashleycmorford,09/06/2019 19:37:06
kshpatel,JeffreyAnsloos,09/06/2019 19:37:06
ToreDanielsson,glenrobson,09/06/2019 19:30:10
ToreDanielsson,Hadro,09/06/2019 19:30:10
ToreDanielsson,effusivelynerdy,09/06/2019 19:30:10
EleanorReeds,paularcurtis,09/06/2019 19:29:22
EleanorReeds,DHInstitute,09/06/2019 19:29:22
EleanorReeds,AlyssaA_DHSI,09/06/2019 19:29:22
EleanorReeds,paularcurtis,09/06/2019 19:29:22
EleanorReeds,DHInstitute,09/06/2019 19:29:22
EleanorReeds,AlyssaA_DHSI,09/06/2019 19:29:22
ashleycmorford,JeffreyAnsloos,09/06/2019 19:13:03
motolibrarian,clboyles,09/06/2019 18:59:59
kshpatel,ashleycmorford,09/06/2019 18:57:01
knk67,vaneceia,09/06/2019 18:56:57
kshpatel,motolibrarian,09/06/2019 18:56:28
kshpatel,clboyles,09/06/2019 18:56:23
kshpatel,clboyles,09/06/2019 18:56:18
verogomezphd,RavynnKaMia,09/06/2019 18:56:03
leahhenrickson,motolibrarian,09/06/2019 18:53:13
leahhenrickson,arungapatchka,09/06/2019 18:53:13
clboyles,motolibrarian,09/06/2019 18:49:13
clboyles,ashleycmorford,09/06/2019 18:49:13
clboyles,kshpatel,09/06/2019 18:49:13
clboyles,arungapatchka,09/06/2019 18:49:13
verogomezphd,jotis13,09/06/2019 18:49:07
kshpatel,motolibrarian,09/06/2019 18:43:28
kshpatel,arungapatchka,09/06/2019 18:43:28
kshpatel,clboyles,09/06/2019 18:43:20
kshpatel,arungapatchka,09/06/2019 18:43:20
kshpatel,motolibrarian,09/06/2019 18:43:15
kshpatel,kfitz,09/06/2019 18:43:15
kshpatel,ashleycmorford,09/06/2019 18:43:10
ashleycmorford,clboyles,09/06/2019 18:41:56
ashleycmorford,arungapatchka,09/06/2019 18:41:56
motolibrarian,arungapatchka,09/06/2019 18:41:28
clboyles,arungapatchka,09/06/2019 18:41:12
motolibrarian,kfitz,09/06/2019 18:36:59
ashleycmorford,DHSI_Deer,09/06/2019 18:33:14
ashleycmorford,uvic,09/06/2019 18:33:14
alisonwiggins,motolibrarian,09/06/2019 18:30:22
alisonwiggins,ashleycmorford,09/06/2019 18:30:22
alisonwiggins,kshpatel,09/06/2019 18:30:22
alisonwiggins,arungapatchka,09/06/2019 18:30:22
kshpatel,motolibrarian,09/06/2019 18:30:18
kshpatel,ashleycmorford,09/06/2019 18:30:18
kshpatel,kshpatel,09/06/2019 18:30:18
kshpatel,arungapatchka,09/06/2019 18:30:18
arungapatchka,motolibrarian,09/06/2019 18:29:28
arungapatchka,ashleycmorford,09/06/2019 18:29:28
arungapatchka,kshpatel,09/06/2019 18:29:28
arungapatchka,arungapatchka,09/06/2019 18:29:28
juliawants,CecilyRaynor,09/06/2019 18:27:39
juliawants,vaneceia,09/06/2019 18:27:39
juliawants,mcgillu,09/06/2019 18:27:39
juliawants,uvic,09/06/2019 18:27:39
motolibrarian,ashleycmorford,09/06/2019 18:22:18
motolibrarian,kshpatel,09/06/2019 18:22:18
technorhetor,chris_friend,09/06/2019 17:53:23
Michael_A_Gavin,CecilyRaynor,09/06/2019 17:34:53
Michael_A_Gavin,vaneceia,09/06/2019 17:34:53
Michael_A_Gavin,mcgillu,09/06/2019 17:34:53
Michael_A_Gavin,uvic,09/06/2019 17:34:53
AlyssaA_DHSI,paularcurtis,09/06/2019 17:22:54
MyOwnVelouria,kshpatel,09/06/2019 17:18:11
vaneceia,CecilyRaynor,09/06/2019 17:01:02
vaneceia,vaneceia,09/06/2019 17:01:02
vaneceia,mcgillu,09/06/2019 17:01:02
vaneceia,uvic,09/06/2019 17:01:02
CecilyRaynor,vaneceia,09/06/2019 17:00:37
CecilyRaynor,mcgillu,09/06/2019 17:00:37
CecilyRaynor,uvic,09/06/2019 17:00:37
CecilyRaynor,vaneceia,09/06/2019 16:56:39
CecilyRaynor,CecilyRaynor,09/06/2019 16:56:39
DHSI_fern,heidijas,09/06/2019 16:39:39
DHSI_fern,heidijas,09/06/2019 16:39:39
StaceyJEMartin,poetry_digital,09/06/2019 16:02:25
ashleycmorford,uvic,09/06/2019 15:56:52
ashleycmorford,DHSI_Deer,09/06/2019 15:56:52
RayS6,DHInstitute,09/06/2019 15:32:20
DocBenderTWU,davegaertner,09/06/2019 15:16:54
DocBenderTWU,CLKCrompton,09/06/2019 15:16:54
DocBenderTWU,davegaertner,09/06/2019 15:16:54
DocBenderTWU,CLKCrompton,09/06/2019 15:16:54
heidijas,chris_friend,09/06/2019 15:05:27
vwestric_west,DJWrisley,09/06/2019 14:54:41
MyOwnVelouria,DHInstitute,09/06/2019 14:31:24
yuta1984,ReEnvisionJapan,09/06/2019 14:19:30
yuta1984,knagasaki,09/06/2019 14:19:30
yuta1984,satoru196,09/06/2019 14:19:30
yuta1984,KitamotoAsanobu,09/06/2019 14:19:30
yuta1984,yuta1984,09/06/2019 14:19:30
yuta1984,tiz_yamada,09/06/2019 14:19:30
yuta1984,ReEnvisionJapan,09/06/2019 14:19:30
yuta1984,knagasaki,09/06/2019 14:19:30
yuta1984,satoru196,09/06/2019 14:19:30
yuta1984,KitamotoAsanobu,09/06/2019 14:19:30
yuta1984,yuta1984,09/06/2019 14:19:30
yuta1984,tiz_yamada,09/06/2019 14:19:30
knagasaki,ReEnvisionJapan,09/06/2019 14:11:20
knagasaki,ReEnvisionJapan,09/06/2019 14:10:48
knagasaki,knagasaki,09/06/2019 14:10:48
knagasaki,satoru196,09/06/2019 14:10:48
knagasaki,KitamotoAsanobu,09/06/2019 14:10:48
knagasaki,yuta1984,09/06/2019 14:10:48
knagasaki,tiz_yamada,09/06/2019 14:10:48
paularcurtis,ReEnvisionJapan,09/06/2019 14:09:43
paularcurtis,knagasaki,09/06/2019 14:09:43
paularcurtis,satoru196,09/06/2019 14:09:43
paularcurtis,KitamotoAsanobu,09/06/2019 14:09:43
paularcurtis,yuta1984,09/06/2019 14:09:43
paularcurtis,tiz_yamada,09/06/2019 14:09:43
ReEnvisionJapan,knagasaki,09/06/2019 14:01:47
ReEnvisionJapan,satoru196,09/06/2019 14:01:47
ReEnvisionJapan,KitamotoAsanobu,09/06/2019 14:01:47
ReEnvisionJapan,yuta1984,09/06/2019 14:01:47
ReEnvisionJapan,tiz_yamada,09/06/2019 14:01:47
DHInstitute,DHInstitute,09/06/2019 13:47:49
walshbr,DianeJakacki,09/06/2019 13:03:01
walshbr,andiesilva,09/06/2019 13:03:01
hou2zi0,DJWrisley,09/06/2019 12:00:16
hou2zi0,DJWrisley,09/06/2019 12:00:16
diyclassics,DJWrisley,09/06/2019 11:06:14
eun_k_min,Yoojung1988,09/06/2019 08:54:48
julsraemy,glenrobson,09/06/2019 08:26:56
julsraemy,Hadro,09/06/2019 08:26:56
julsraemy,effusivelynerdy,09/06/2019 08:26:56
kshpatel,ashleycmorford,09/06/2019 08:05:17
kshpatel,arungapatchka,09/06/2019 08:05:17
kshpatel,kshpatel,09/06/2019 08:05:17
arungapatchka,ashleycmorford,09/06/2019 08:00:48
arungapatchka,arungapatchka,09/06/2019 08:00:48
arungapatchka,kshpatel,09/06/2019 08:00:48
halar44,glenrobson,09/06/2019 07:51:41
halar44,Hadro,09/06/2019 07:51:41
halar44,effusivelynerdy,09/06/2019 07:51:41
ashleycmorford,arungapatchka,09/06/2019 07:49:58
ashleycmorford,kshpatel,09/06/2019 07:49:58
ashleycmorford,arungapatchka,09/06/2019 07:49:58
ashleycmorford,kshpatel,09/06/2019 07:49:58
maximromanov,DJWrisley,09/06/2019 07:11:05
isamagni,jo_frankie,09/06/2019 07:07:00
khepworth,church_c,09/06/2019 07:03:36
khepworth,jotis13,09/06/2019 07:03:36
khepworth,songsthatsaved,09/06/2019 07:03:36
humileon,HeatherVHill,09/06/2019 06:56:33
humileon,mkgold,09/06/2019 06:56:33
humileon,HeatherVHill,09/06/2019 06:56:31
humileon,mkgold,09/06/2019 06:56:31
humileon,HeatherVHill,09/06/2019 06:56:03
humileon,mkgold,09/06/2019 06:56:03
humileon,HeatherVHill,09/06/2019 06:55:59
humileon,mkgold,09/06/2019 06:55:59
humileon,HeatherVHill,09/06/2019 06:55:46
humileon,mkgold,09/06/2019 06:55:46
friede,Laura_Estill,09/06/2019 05:27:56
friede,ADHOrg,09/06/2019 05:27:56
4PranavPrakash,DJWrisley,09/06/2019 05:15:52
4PranavPrakash,DJWrisley,09/06/2019 05:15:52
friede,Laura_Estill,09/06/2019 03:41:43
friede,church_c,09/06/2019 03:41:43
friede,khepworth,09/06/2019 03:41:43
Gaymerbrarian,kshpatel,09/06/2019 02:40:33
Gaymerbrarian,kshpatel,09/06/2019 02:40:33
anitaconchita,NazcaTheMad,09/06/2019 02:12:45
EstebanMoralesV,FleerackersA,09/06/2019 02:10:18
EstebanMoralesV,EstebanMoralesV,09/06/2019 02:10:18
EstebanMoralesV,remikalir,09/06/2019 02:10:18
EstebanMoralesV,juancommander,09/06/2019 02:10:18
pd_arrington,chris_friend,09/06/2019 02:04:50
friede,Laura_Estill,09/06/2019 01:50:08
friede,andiesilva,09/06/2019 01:50:08
EdTech4Funky1s,nadaTOs,09/06/2019 01:46:07
EdTech4Funky1s,mkgold,09/06/2019 01:46:07
verogomezphd,FleerackersA,09/06/2019 01:41:18
verogomezphd,EstebanMoralesV,09/06/2019 01:41:18
verogomezphd,remikalir,09/06/2019 01:41:18
verogomezphd,juancommander,09/06/2019 01:41:18
FleerackersA,EstebanMoralesV,09/06/2019 01:33:27
FleerackersA,remikalir,09/06/2019 01:33:27
FleerackersA,juancommander,09/06/2019 01:33:27
FleerackersA,EleanorReeds,09/06/2019 01:29:50
FleerackersA,hypothes_is,09/06/2019 01:29:50
BrianTRice,EleanorReeds,09/06/2019 01:21:25
BrianTRice,hypothes_is,09/06/2019 01:21:25
BrianTRice,EleanorReeds,09/06/2019 01:21:25
BrianTRice,hypothes_is,09/06/2019 01:21:25
stormpetrel,EleanorReeds,09/06/2019 01:12:47
stormpetrel,hypothes_is,09/06/2019 01:12:47
MidEastLibs,DJWrisley,09/06/2019 01:10:49
MidEastLibs,ESUDH,09/06/2019 01:10:49
hypothes_is,EleanorReeds,09/06/2019 01:01:09
hypothes_is,hypothes_is,09/06/2019 01:01:09
hypothes_is,EleanorReeds,09/06/2019 01:01:05
hypothes_is,hypothes_is,09/06/2019 01:01:05
ashleycmorford,kshpatel,09/06/2019 00:58:18
MidEastLibs,DJWrisley,09/06/2019 00:58:00
arungapatchka,kshpatel,09/06/2019 00:56:01
HeatherVHill,chris_friend,09/06/2019 00:44:28
HeatherVHill,hypervisible,09/06/2019 00:44:28
clhendricksbc,chris_friend,09/06/2019 00:40:42
Real_Person_DH,Laura_Estill,09/06/2019 00:16:29
Real_Person_DH,andiesilva,09/06/2019 00:16:29
Real_Person_DH,Laura_Estill,09/06/2019 00:16:29
Real_Person_DH,andiesilva,09/06/2019 00:16:29
whitneytrettien,Laura_Estill,09/06/2019 00:13:21
whitneytrettien,andiesilva,09/06/2019 00:13:21
alici_auk,jonathanbbutler,09/06/2019 00:11:30
alici_auk,jonesj,09/06/2019 00:11:30
vpiercy,chris_friend,08/06/2019 23:55:58
kshpatel,angiebe,08/06/2019 23:55:44
kshpatel,Reed_College_,08/06/2019 23:55:44
sendelbach,jo_frankie,08/06/2019 23:49:46
Cambrian_Jess,nadaTOs,08/06/2019 23:46:21
Cambrian_Jess,mkgold,08/06/2019 23:46:21
T_AlSahlani,andiesilva,08/06/2019 23:43:34
verogomezphd,Laura_Estill,08/06/2019 23:36:50
verogomezphd,andiesilva,08/06/2019 23:36:50
Laura_Estill,andiesilva,08/06/2019 23:31:53
DianeJakacki,andiesilva,08/06/2019 23:30:17
EleanorReeds,andiesilva,08/06/2019 23:28:42
verogomezphd,Laura_Estill,08/06/2019 23:28:15
verogomezphd,andiesilva,08/06/2019 23:28:15
Laura_Estill,andiesilva,08/06/2019 23:28:06
ShammaBoyarin,DJWrisley,08/06/2019 23:25:46
Laura_Estill,andiesilva,08/06/2019 23:23:50
jbyszuk,DJWrisley,08/06/2019 23:22:10
EleanorReeds,hypothes_is,08/06/2019 23:18:10
Real_Person_DH,verogomezphd,08/06/2019 23:16:24
Real_Person_DH,verogomezphd,08/06/2019 23:16:24
EleanorReeds,hypothes_is,08/06/2019 23:12:13
davis_portela,AnnPedtke,08/06/2019 23:09:18
davis_portela,mkgold,08/06/2019 23:09:18
davis_portela,psmyth01,08/06/2019 23:09:18
davis_portela,SteveZweibel,08/06/2019 23:09:18
davis_portela,j0_0n,08/06/2019 23:09:18
davis_portela,davis_portela,08/06/2019 23:09:18
davis_portela,Caladoscope,08/06/2019 23:09:18
davis_portela,mckinniburgh,08/06/2019 23:09:18
loreanhartness,jbyszuk,08/06/2019 23:07:20
Laura_Estill,FleerackersA,08/06/2019 23:02:31
KKODonnell,lindseyseatter,08/06/2019 22:53:57
marselykehoe,HeatherVHill,08/06/2019 22:46:35
marselykehoe,mkgold,08/06/2019 22:46:35
sendelbach,Laura_Estill,08/06/2019 22:39:02
sendelbach,jo_frankie,08/06/2019 22:39:02
sendelbach,julia_flanders,08/06/2019 22:39:02
sendelbach,Laura_Estill,08/06/2019 22:37:43
sendelbach,jo_frankie,08/06/2019 22:37:43
sendelbach,TEIconsortium,08/06/2019 22:37:43
kaileyfukushima,KKODonnell,08/06/2019 22:29:27
kaileyfukushima,lindseyseatter,08/06/2019 22:29:27
hey_mcalpine,nadaTOs,08/06/2019 22:28:48
kaileyfukushima,poetry_digital,08/06/2019 22:27:22
kaileyfukushima,KaitlynFralick,08/06/2019 22:27:22
kaileyfukushima,sarahkarlsonn,08/06/2019 22:27:22
UVicDirSCUA,poetry_digital,08/06/2019 22:23:32
Physhist,jotis13,08/06/2019 22:18:40
AdrienneJankens,andiesilva,08/06/2019 22:17:50
Real_Person_DH,Laura_Estill,08/06/2019 22:16:37
Real_Person_DH,jo_frankie,08/06/2019 22:16:37
Real_Person_DH,Laura_Estill,08/06/2019 22:16:37
Real_Person_DH,jo_frankie,08/06/2019 22:16:37
netievalage,DHInstitute,08/06/2019 22:09:00
erinannmcc,MooreInst,08/06/2019 22:06:31
EleanorReeds,jo_frankie,08/06/2019 21:58:52
EleanorReeds,julia_flanders,08/06/2019 21:58:52
Laura_Estill,jo_frankie,08/06/2019 21:55:02
Laura_Estill,julia_flanders,08/06/2019 21:55:02
EleanorReeds,jo_frankie,08/06/2019 21:54:26
EleanorReeds,jo_frankie,08/06/2019 21:44:56
Laura_Estill,jo_frankie,08/06/2019 21:44:39
Laura_Estill,TEIconsortium,08/06/2019 21:44:39
Yoojung1988,Laura_Estill,08/06/2019 21:42:02
Laura_Estill,jo_frankie,08/06/2019 21:39:39
Laura_Estill,jo_frankie,08/06/2019 21:35:13
friede,EleanorReeds,08/06/2019 21:34:46
friede,Laura_Estill,08/06/2019 21:34:46
friede,EleanorReeds,08/06/2019 21:34:43
friede,Laura_Estill,08/06/2019 21:34:43
friede,Laura_Estill,08/06/2019 21:34:43
EleanorReeds,Laura_Estill,08/06/2019 21:33:47
jo_frankie,Laura_Estill,08/06/2019 21:29:08
EleanorReeds,Laura_Estill,08/06/2019 21:27:25
EleanorReeds,Laura_Estill,08/06/2019 21:27:25
friede,lindseyseatter,08/06/2019 21:25:58
friede,Laura_Estill,08/06/2019 21:25:49
friede,hey_mcalpine,08/06/2019 21:25:49
friede,TEIconsortium,08/06/2019 21:25:49
friede,EleanorReeds,08/06/2019 21:24:41
friede,Laura_Estill,08/06/2019 21:24:41
KKODonnell,lindseyseatter,08/06/2019 21:23:43
EleanorReeds,Laura_Estill,08/06/2019 21:23:35
MidEastLibs,NajlaJarkas1,08/06/2019 21:18:53
Real_Person_DH,NajlaJarkas1,08/06/2019 21:16:42
andiesilva,Laura_Estill,08/06/2019 21:16:39
clboyles,jonheggestad,08/06/2019 21:05:22
clboyles,arungapatchka,08/06/2019 21:05:22
clboyles,kshpatel,08/06/2019 21:05:22
clboyles,ashleycmorford,08/06/2019 21:05:22
friede,jotis13,08/06/2019 21:05:02
KatherineFaull,DianeJakacki,08/06/2019 21:04:57
friede,lindseyseatter,08/06/2019 21:04:54
verogomezphd,lindseyseatter,08/06/2019 20:54:23
verogomezphd,verogomezphd,08/06/2019 20:54:23
verogomezphd,lindseyseatter,08/06/2019 20:54:19
verogomezphd,verogomezphd,08/06/2019 20:54:19
verogomezphd,EleanorReeds,08/06/2019 20:53:09
verogomezphd,verogomezphd,08/06/2019 20:53:09
4PranavPrakash,DJWrisley,08/06/2019 20:31:53
ewebstergarrett,HeatherVHill,08/06/2019 20:15:27
ewebstergarrett,mkgold,08/06/2019 20:15:27
ewebstergarrett,HeatherVHill,08/06/2019 20:15:27
ewebstergarrett,mkgold,08/06/2019 20:15:27
ewebstergarrett,HeatherVHill,08/06/2019 20:13:29
ewebstergarrett,mkgold,08/06/2019 20:13:29
ewebstergarrett,mkgold,08/06/2019 20:13:29
nadaTOs,chris_friend,08/06/2019 20:12:26
MidEastLibs,DJWrisley,08/06/2019 20:10:45
LibrarianPia,ETCLatUVic,08/06/2019 20:09:18
LibrarianPia,lindseyseatter,08/06/2019 20:07:23
LibrarianPia,LibrarianPia,08/06/2019 20:07:23
erinannmcc,RColesworthy,08/06/2019 19:59:34
leahhenrickson,dgrigar,08/06/2019 19:57:21
KKODonnell,DHInstitute,08/06/2019 19:55:57
knagasaki,DianeJakacki,08/06/2019 19:49:05
lindseyseatter,verogomezphd,08/06/2019 19:48:09
EleanorReeds,verogomezphd,08/06/2019 19:45:47
lindseyseatter,verogomezphd,08/06/2019 19:45:20
lindseyseatter,KKODonnell,08/06/2019 19:25:48
UVicEGSS,lindseyseatter,08/06/2019 19:23:15
UVicEGSS,UVicEnglish,08/06/2019 19:23:15
UVicEGSS,kaileyfukushima,08/06/2019 19:23:15
UVicEGSS,KaitlynFralick,08/06/2019 19:23:15
UVicEGSS,sarahkarlsonn,08/06/2019 19:23:15
andiesilva,church_c,08/06/2019 19:16:26
andiesilva,khepworth,08/06/2019 19:16:26
Real_Person_DH,verogomezphd,08/06/2019 19:16:21
Real_Person_DH,verogomezphd,08/06/2019 19:16:21
KaitlynFralick,poetry_digital,08/06/2019 19:05:01
KaitlynFralick,sarahkarlsonn,08/06/2019 19:05:01
KaitlynFralick,kaileyfukushima,08/06/2019 19:05:01
NatashaCaseyIRL,chris_friend,08/06/2019 19:01:19
Laura_Estill,church_c,08/06/2019 19:00:36
Laura_Estill,khepworth,08/06/2019 19:00:36
lindseyseatter,LibrarianPia,08/06/2019 18:59:23
lindseyseatter,LibrarianPia,08/06/2019 18:57:30
DJWrisley,ATLASti,08/06/2019 18:57:11
KKODonnell,lindseyseatter,08/06/2019 18:56:52
nadaTOs,Laura_Estill,08/06/2019 18:53:32
poetry_digital,KKODonnell,08/06/2019 18:52:58
poetry_digital,kaileyfukushima,08/06/2019 18:52:58
poetry_digital,KaitlynFralick,08/06/2019 18:52:58
MGisu82,chris_friend,08/06/2019 18:52:22
sarahkarlsonn,lindseyseatter,08/06/2019 18:45:57
sarahkarlsonn,UVicEnglish,08/06/2019 18:45:57
sarahkarlsonn,kaileyfukushima,08/06/2019 18:45:57
sarahkarlsonn,KaitlynFralick,08/06/2019 18:45:57
sarahkarlsonn,sarahkarlsonn,08/06/2019 18:45:57
codyjacksonAR,chris_friend,08/06/2019 18:41:01
twitr4libs,chris_friend,08/06/2019 18:38:20
actualham,chris_friend,08/06/2019 18:37:21
RayS6,DianeJakacki,08/06/2019 18:36:51
KathrynLHolland,poetry_digital,08/06/2019 18:33:49
VicPoetryCaucus,poetry_digital,08/06/2019 18:29:48
MidEastLibs,DJWrisley,08/06/2019 18:28:58
gwayvt,WorldShakesBib,08/06/2019 18:26:48
gwayvt,Laura_Estill,08/06/2019 18:26:48
DHInstitute,DianeJakacki,08/06/2019 18:23:58
cunycommons,HeatherVHill,08/06/2019 18:21:11
cunycommons,mkgold,08/06/2019 18:21:11
Real_Person_DH,grahamhjensen,08/06/2019 18:16:21
Real_Person_DH,paul_barrett,08/06/2019 18:16:21
Real_Person_DH,grahamhjensen,08/06/2019 18:16:21
Real_Person_DH,paul_barrett,08/06/2019 18:16:21
lindseyseatter,poetry_digital,08/06/2019 18:12:00
lindseyseatter,kaileyfukushima,08/06/2019 18:12:00
lindseyseatter,KaitlynFralick,08/06/2019 18:12:00
lindseyseatter,sarahkarlsonn,08/06/2019 18:12:00
alisonfchapman,poetry_digital,08/06/2019 18:11:51
juliawants,DianeJakacki,08/06/2019 18:10:14
Laura_Estill,WorldShakesBib,08/06/2019 18:09:17
Laura_Estill,Laura_Estill,08/06/2019 18:09:17
WorldShakesBib,Laura_Estill,08/06/2019 18:09:12
KKODonnell,kaileyfukushima,08/06/2019 18:08:38
KKODonnell,KaitlynFralick,08/06/2019 18:08:38
jo_frankie,hey_mcalpine,08/06/2019 18:05:47
KKODonnell,kaileyfukushima,08/06/2019 18:04:55
KKODonnell,KaitlynFralick,08/06/2019 18:04:55
EleanorReeds,poetry_digital,08/06/2019 18:04:31
lindseyseatter,UVicEnglish,08/06/2019 18:03:44
lindseyseatter,kaileyfukushima,08/06/2019 18:03:44
lindseyseatter,KaitlynFralick,08/06/2019 18:03:44
lindseyseatter,sarahkarlsonn,08/06/2019 18:03:44
eckropf,DJWrisley,08/06/2019 18:02:53
eckropf,DJWrisley,08/06/2019 18:02:31
MidEastLibs,DJWrisley,08/06/2019 17:59:17
MidEastLibs,NajlaJarkas1,08/06/2019 17:59:14
MidEastLibs,DJWrisley,08/06/2019 17:58:49
Malentendre,yclepit,08/06/2019 17:57:52
Malentendre,Malentendre,08/06/2019 17:57:52
MidEastLibs,DJWrisley,08/06/2019 17:57:47
Malentendre,DHSI_Deer,08/06/2019 17:57:29
Laura_Estill,DianeJakacki,08/06/2019 17:54:59
bucknell_dh,DianeJakacki,08/06/2019 17:54:31
KKODonnell,lindseyseatter,08/06/2019 17:54:28
KKODonnell,EditrixCaroline,08/06/2019 17:54:28
Laura_Estill,hey_mcalpine,08/06/2019 17:53:49
Laura_Estill,julia_flanders,08/06/2019 17:53:49
lindseyseatter,EditrixCaroline,08/06/2019 17:48:59
EleanorReeds,EditrixCaroline,08/06/2019 17:45:59
KKODonnell,EditrixCaroline,08/06/2019 17:42:52
Laura_Estill,hey_mcalpine,08/06/2019 17:40:55
Laura_Estill,TEIconsortium,08/06/2019 17:40:55
lindseyseatter,EditrixCaroline,08/06/2019 17:38:34
jotis13,kate_thornhill,08/06/2019 17:37:49
KKODonnell,EditrixCaroline,08/06/2019 17:35:48
KKODonnell,DHInstitute,08/06/2019 17:32:39
KKODonnell,lindseyseatter,08/06/2019 17:16:44
grahamhjensen,paul_barrett,08/06/2019 17:16:27
Real_Person_DH,erinannmcc,08/06/2019 17:16:21
Real_Person_DH,erinannmcc,08/06/2019 17:16:21
DianaPalardy,HeatherVHill,08/06/2019 17:09:58
DianaPalardy,mkgold,08/06/2019 17:09:58
AnnHemingway,kate_thornhill,08/06/2019 17:03:30
Laura_Estill,ADHOrg,08/06/2019 17:02:14
lindseyseatter,DHInstitute,08/06/2019 16:43:56
DaveMazella,Yoojung1988,08/06/2019 16:29:16
NushPowell,Yoojung1988,08/06/2019 16:27:13
SmartChristy,nadaTOs,08/06/2019 16:22:00
SmartChristy,mkgold,08/06/2019 16:22:00
SmartChristy,nadaTOs,08/06/2019 16:22:00
SmartChristy,mkgold,08/06/2019 16:22:00
KMH_nowinVA,Laura_Estill,08/06/2019 15:36:40
KMH_nowinVA,mkgold,08/06/2019 15:36:40
megwils0n,j0_0n,08/06/2019 15:35:36
megwils0n,DHSI_fern,08/06/2019 15:35:36
megwils0n,jonheggestad,08/06/2019 15:35:36
megwils0n,ArchivistXicanx,08/06/2019 15:35:36
megwils0n,megwils0n,08/06/2019 15:35:36
friede,lindseyseatter,08/06/2019 15:30:50
sarahlw6,Laura_Estill,08/06/2019 15:28:10
sarahlw6,mkgold,08/06/2019 15:28:10
GeorgeOnline,Laura_Estill,08/06/2019 15:19:20
GeorgeOnline,mkgold,08/06/2019 15:19:20
GeorgeOnline,ShawnaRoss,08/06/2019 15:19:15
GeorgeOnline,mkgold,08/06/2019 15:19:15
GeorgeOnline,triproftri,08/06/2019 15:19:15
GeorgeOnline,ShawnaRoss,08/06/2019 15:19:15
GeorgeOnline,mkgold,08/06/2019 15:19:15
GeorgeOnline,triproftri,08/06/2019 15:19:15
librarianlawson,paularcurtis,08/06/2019 15:12:05
Emily_F_Brooks,HeatherVHill,08/06/2019 15:03:07
Emily_F_Brooks,mkgold,08/06/2019 15:03:07
iamabooknerd,HeatherVHill,08/06/2019 14:47:43
iamabooknerd,mkgold,08/06/2019 14:47:43
pmhswe,HeatherVHill,08/06/2019 14:36:24
pmhswe,mkgold,08/06/2019 14:36:24
luke_stark,profwernimont,08/06/2019 14:24:06
luke_stark,FemTechNet,08/06/2019 14:24:06
luke_stark,NazcaTheMad,08/06/2019 14:24:06
luke_stark,AgingSuperModel,08/06/2019 14:24:06
DRECollab,profwernimont,08/06/2019 14:23:33
DRECollab,FemTechNet,08/06/2019 14:23:33
DRECollab,NazcaTheMad,08/06/2019 14:23:33
DRECollab,AgingSuperModel,08/06/2019 14:23:33
raultishness,profwernimont,08/06/2019 14:22:46
raultishness,FemTechNet,08/06/2019 14:22:46
raultishness,NazcaTheMad,08/06/2019 14:22:46
raultishness,AgingSuperModel,08/06/2019 14:22:46
raultishness,profwernimont,08/06/2019 14:22:46
raultishness,FemTechNet,08/06/2019 14:22:46
raultishness,NazcaTheMad,08/06/2019 14:22:46
raultishness,AgingSuperModel,08/06/2019 14:22:46
electricarchaeo,HeatherVHill,08/06/2019 14:11:40
electricarchaeo,mkgold,08/06/2019 14:11:40
jlknott,chris_friend,08/06/2019 14:11:33
electricarchaeo,HeatherVHill,08/06/2019 14:11:23
electricarchaeo,mkgold,08/06/2019 14:11:23
electricarchaeo,HeatherVHill,08/06/2019 14:11:05
